id,supplier,item,description,cost,status,date,product_key_manual,supplier_norm,text_norm,text_norm_compact,matched_key,product_id,product_name,vendor_name,confidence,method
REQ13804,Microsoft Corp,Wiz Cl0ud + Cisco FP-2100 + WizDefnd,"Annual renewal and capacity expansion of WizCld for APAC teams is required to maintain defensive posture. This transaction via Microsoft Corp also bundles CS Falcon licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q2 following testing in staging environments.",460173.1,DRAFT,17/03/2025,,microsoft corp,"microsoft corp wiz cl0ud + cisco fp-2100 + wizdefnd annual renewal and capacity expansion of wizcld for apac teams is required to maintain defensive posture. this transaction via microsoft corp also bundles cs falcon licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q2 following testing in staging environments.","microsoftcorpwizcl0ud+ciscofp2100+wizdefndannualrenewalandcapacityexpansionofwizcldforapacteamsisrequiredtomaintaindefensiveposture.thistransactionviamicrosoftcorpalsobundlescsfalconlicenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq2followingtestinginstagingenvironments.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ37742,Microsoft Corp,WizDefnd + Firepower 2K series + Zscaler IA,"Annual renewal and capacity expansion of WizDefnd for Americas teams is required to maintain defensive posture. This transaction via Microsoft Corp also bundles O365 E5 licenses, ensuring integrated controls across multiple vectors. Implementation will be handled in Q4 following testing in staging environments.",129874.41,DRAFT,21/08/2025,,microsoft corp,"microsoft corp wizdefnd + firepower 2k series + zscaler ia annual renewal and capacity expansion of wizdefnd for americas teams is required to maintain defensive posture. this transaction via microsoft corp also bundles o365 e5 licenses, ensuring integrated controls across multiple vectors. implementation will be handled in q4 following testing in staging environments.","microsoftcorpwizdefnd+firepower2kseries+zscaleriaannualrenewalandcapacityexpansionofwizdefndforamericasteamsisrequiredtomaintaindefensiveposture.thistransactionviamicrosoftcorpalsobundleso365e5licenses,ensuringintegratedcontrolsacrossmultiplevectors.implementationwillbehandledinq4followingtestinginstagingenvironments.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ29973,Microsoft Corp,MS 365 E5 + Cisco Firepower 2000 Series,"Following the results of our latest vulnerability assessment, we are initiating the procurement of M i c r o s o f t 3 6 5 E5 to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via Microsoft Corp, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Cisco FP-2100 to enhance layered security and comply with internal audit requirements.",284164.94,PENDING,10/08/2025,,microsoft corp,"microsoft corp ms 365 e5 + cisco firepower 2000 series following the results of our latest vulnerability assessment, we are initiating the procurement of m i c r o s o f t 3 6 5 e5 to replace outdated solutions currently deployed across emea operations. this request, coordinated via microsoft corp, is part of our broader cyber resilience program. additionally, this order includes partial licensing for cisco fp-2100 to enhance layered security and comply with internal audit requirements.","microsoftcorpms365e5+ciscofirepower2000seriesfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofmicrosoft365e5toreplaceoutdatedsolutionscurrentlydeployedacrossemeaoperations.thisrequest,coordinatedviamicrosoftcorp,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforciscofp2100toenhancelayeredsecurityandcomplywithinternalauditrequirements.",firepower 2000,PROD003,Cisco Firepower 2000 Series,Cisco,medium,keyword
REQ98781,Tanium Inc,Tanium + Wiz Cl0ud + Crowdstrik Flacon,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of TaniumMgmt. This purchase, processed via Tanium Inc, will complement our existing deployment of Wiz Defend and ensure coverage for 3071 users in EMEA. Budget reallocation approved by the CISO on 2023-08-10.",55441.15,CANCELLED,05/09/2023,,tanium inc,"tanium inc tanium + wiz cl0ud + crowdstrik flacon in response to recent threat intelligence reports, it security has recommended immediate onboarding of taniummgmt. this purchase, processed via tanium inc, will complement our existing deployment of wiz defend and ensure coverage for 3071 users in emea. budget reallocation approved by the ciso on 2023-08-10.","taniuminctanium+wizcl0ud+crowdstrikflaconinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingoftaniummgmt.thispurchase,processedviataniuminc,willcomplementourexistingdeploymentofwizdefendandensurecoveragefor3071usersinemea.budgetreallocationapprovedbythecisoon20230810.",wiz defend,PROD005,Wiz Defend,Wiz,medium,keyword
REQ65057,Microsoft Corp,Zscaler IA + MS 365 E5 + Wiz Cl0ud,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Zscaler Internet Access. This purchase, processed via Microsoft Corp, will complement our existing deployment of Wiz Defnd and ensure coverage for 2894 users in Americas. Budget reallocation approved by the CISO on 2023-05-22.",80730.62,PENDING,04/12/2025,,microsoft corp,"microsoft corp zscaler ia + ms 365 e5 + wiz cl0ud in response to recent threat intelligence reports, it security has recommended immediate onboarding of zscaler internet access. this purchase, processed via microsoft corp, will complement our existing deployment of wiz defnd and ensure coverage for 2894 users in americas. budget reallocation approved by the ciso on 2023-05-22.","microsoftcorpzscaleria+ms365e5+wizcl0udinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofzscalerinternetaccess.thispurchase,processedviamicrosoftcorp,willcomplementourexistingdeploymentofwizdefndandensurecoveragefor2894usersinamericas.budgetreallocationapprovedbythecisoon20230522.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ41963,Tanium Inc,TaniumMgmt + WizDefnd + Zscaler IA,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Tanium Endpoint. This purchase, processed via Tanium Inc, will complement our existing deployment of CrowdStrike Falcon and ensure coverage for 4458 users in APAC. Budget reallocation approved by the CISO on 2024-10-22.",19206.5,CANCELLED,08/01/2024,,tanium inc,"tanium inc taniummgmt + wizdefnd + zscaler ia in response to recent threat intelligence reports, it security has recommended immediate onboarding of tanium endpoint. this purchase, processed via tanium inc, will complement our existing deployment of crowdstrike falcon and ensure coverage for 4458 users in apac. budget reallocation approved by the ciso on 2024-10-22.","taniuminctaniummgmt+wizdefnd+zscaleriainresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingoftaniumendpoint.thispurchase,processedviataniuminc,willcomplementourexistingdeploymentofcrowdstrikefalconandensurecoveragefor4458usersinapac.budgetreallocationapprovedbythecisoon20241022.",zscaler ia,PROD007,Zscaler Internet Access,Zscaler,medium,keyword
REQ63271,Wiz Inc,Wiz Cl0ud + Tanium Endpoint + CrowdStrike EDR,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Wiz Cloud to replace outdated solutions currently deployed across APAC operations. This request, coordinated via Wiz Inc, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Tanium to enhance layered security and comply with internal audit requirements.",226846.4,DRAFT,10/07/2023,,wiz inc,"wiz inc wiz cl0ud + tanium endpoint + crowdstrike edr following the results of our latest vulnerability assessment, we are initiating the procurement of wiz cloud to replace outdated solutions currently deployed across apac operations. this request, coordinated via wiz inc, is part of our broader cyber resilience program. additionally, this order includes partial licensing for tanium to enhance layered security and comply with internal audit requirements.","wizincwizcl0ud+taniumendpoint+crowdstrikeedrfollowingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementofwizcloudtoreplaceoutdatedsolutionscurrentlydeployedacrossapacoperations.thisrequest,coordinatedviawizinc,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingfortaniumtoenhancelayeredsecurityandcomplywithinternalauditrequirements.",wiz cloud,PROD004,Wiz Cloud,Wiz,high,keyword+vendor
REQ82140,Wiz Inc,Firepower 2K series + WizCld + WizDefnd,"In response to recent threat intelligence reports, IT Security has recommended immediate onboarding of Cisco FP2K. This purchase, processed via Wiz Inc, will complement our existing deployment of TaniumMgmt and ensure coverage for 3362 users in Americas. Budget reallocation approved by the CISO on 2025-08-27.",119116.33,PENDING,08/10/2024,,wiz inc,"wiz inc firepower 2k series + wizcld + wizdefnd in response to recent threat intelligence reports, it security has recommended immediate onboarding of cisco fp2k. this purchase, processed via wiz inc, will complement our existing deployment of taniummgmt and ensure coverage for 3362 users in americas. budget reallocation approved by the ciso on 2025-08-27.","wizincfirepower2kseries+wizcld+wizdefndinresponsetorecentthreatintelligencereports,itsecurityhasrecommendedimmediateonboardingofciscofp2k.thispurchase,processedviawizinc,willcomplementourexistingdeploymentoftaniummgmtandensurecoveragefor3362usersinamericas.budgetreallocationapprovedbythecisoon20250827.",,,,,low,fallback
REQ33519,Cisco Systems,Microsft 365 E5 + CS Falcon + Tanium,"Procurement of O365 E5 is being prioritised under the FY24 budget allocation for security enhancements. The acquisition, handled through Cisco Systems, addresses critical gaps identified in the last compliance audit. The package will also integrate with Firepower 2K series to improve overall coverage in EMEA.",487275.99,CANCELLED,16/09/2023,,cisco systems,"cisco systems microsft 365 e5 + cs falcon + tanium procurement of o365 e5 is being prioritised under the fy24 budget allocation for security enhancements. the acquisition, handled through cisco systems, addresses critical gaps identified in the last compliance audit. the package will also integrate with firepower 2k series to improve overall coverage in emea.","ciscosystemsmicrosft365e5+csfalcon+taniumprocurementofo365e5isbeingprioritisedunderthefy24budgetallocationforsecurityenhancements.theacquisition,handledthroughciscosystems,addressescriticalgapsidentifiedinthelastcomplianceaudit.thepackagewillalsointegratewithfirepower2kseriestoimproveoverallcoverageinemea.",falcon,PROD002,CrowdStrike Falcon Enterprise,CrowdStrike,medium,keyword
REQ72616,WWT,Tanium Endpoint + MS 365 E5,"Following the results of our latest vulnerability assessment, we are initiating the procurement of Tanium Endpoint to replace outdated solutions currently deployed across EMEA operations. This request, coordinated via WWT, is part of our broader cyber resilience program. Additionally, this order includes partial licensing for Cisco FP-2100 to enhance layered security and comply with internal audit requirements.",41670.67,DRAFT,07/11/2023,,wwt,"wwt tanium endpoint + ms 365 e5 following the results of our latest vulnerability assessment, we are initiating the procurement of tanium endpoint to replace outdated solutions currently deployed across emea operations. this request, coordinated via wwt, is part of our broader cyber resilience program. additionally, this order includes partial licensing for cisco fp-2100 to enhance layered security and comply with internal audit requirements.","wwttaniumendpoint+ms365e5followingtheresultsofourlatestvulnerabilityassessment,weareinitiatingtheprocurementoftaniumendpointtoreplaceoutdatedsolutionscurrentlydeployedacrossemeaoperations.thisrequest,coordinatedviawwt,ispartofourbroadercyberresilienceprogram.additionally,thisorderincludespartiallicensingforciscofp2100toenhancelayeredsecurityandcomplywithinternalauditrequirements.",,,,,low,fallback
